MODELYEAR,MAKE,MODEL,ENGINESIZE,CYLINDERS,FUELCONSUMPTION_CITY,CO2EMISSIONS
2014,GMC,YUKON DENALI AWD,6.2,8,17,338
2014,GMC,YUKON DENALI AWD,6.2,8,23.3,322
2014,GMC,YUKON DENALI XL AWD,6.2,8,18.8,377
2014,GMC,YUKON DENALI XL AWD,6.2,8,25.7,354
2014,GMC,YUKON XL,5.3,8,16,317
2014,GMC,YUKON XL,5.3,8,21.5,294
2014,GMC,YUKON XL 4WD,5.3,8,16,317
2014,GMC,YUKON XL 4WD,5.3,8,21.5,294
2014,HONDA,ACCORD,2.4,4,9,182
2014,HONDA,ACCORD,2.4,4,9.1,186
2014,HONDA,ACCORD,2.4,4,10.1,200
2014,HONDA,ACCORD,3.5,6,11,209
2014,HONDA,ACCORD,3.5,6,11.4,221
2014,HONDA,ACCORD,3.5,6,13,251
2014,HONDA,ACCORD HYBRID,2,4,4.7,110
2014,HONDA,CIVIC,1.8,4,7.9,161
2014,HONDA,CIVIC,1.8,4,8.1,166
2014,HONDA,CIVIC,1.8,4,8.5,175
2014,HONDA,CROSSTOUR AWD,3.5,6,12.5,246
2014,HONDA,CR-V,2.4,4,10.3,209
2014,HONDA,CR-V AWD,2.4,4,10.6,216
2014,HONDA,CR-Z,1.5,4,6.6,145
2014,HONDA,CR-Z,1.5,4,7.6,159
2014,HONDA,FIT,1.5,4,8.3,172
2014,HONDA,FIT,1.5,4,8.3,177
2014,HONDA,ODYSSEY,3.5,6,12.3,244
2014,HONDA,PILOT,3.5,6,13.3,265
2014,HONDA,PILOT AWD,3.5,6,13.9,276
2014,HONDA,RIDGELINE AWD,3.5,6,15.2,308
2014,HYUNDAI,ACCENT,1.6,4,8.8,177
2014,HYUNDAI,ACCENT,1.6,4,8.7,177
2014,HYUNDAI,ELANTRA GT,2,4,9.8,198
2014,HYUNDAI,ELANTRA GT,2,4,9.8,196
2014,HYUNDAI,EQUUS,5,8,15.7,304
2014,HYUNDAI,GENESIS,3.8,6,13,255
2014,HYUNDAI,SANTA FE,3.3,6,13,258
2014,HYUNDAI,SANTA FE 4WD,3.3,6,13.3,267
2014,HYUNDAI,SANTA FE SPORT,2.4,4,11.6,237
2014,HYUNDAI,SANTA FE SPORT 4WD,2,4,12.9,264
2014,HYUNDAI,SANTA FE SPORT 4WD,2.4,4,12.5,255
2014,HYUNDAI,SONATA,2,4,11.4,221
2014,HYUNDAI,SONATA,2.4,4,9.8,196
2014,HYUNDAI,SONATA HYBRID,2.4,4,6.5,143
2014,HYUNDAI,SONATA HYBRID LIMITED,2.4,4,6.6,145
2014,HYUNDAI,TUCSON,2,4,10.2,214
2014,HYUNDAI,TUCSON,2,4,11.4,232
2014,HYUNDAI,TUCSON,2.4,4,11.3,230
2014,HYUNDAI,TUCSON 4WD,2,4,11.4,242
2014,HYUNDAI,TUCSON 4WD,2.4,4,11.6,244
2014,HYUNDAI,VELOSTER,1.6,4,8.6,177
2014,HYUNDAI,VELOSTER,1.6,4,9.1,184
2014,HYUNDAI,VELOSTER TURBO,1.6,4,9.9,202
2014,HYUNDAI,VELOSTER TURBO,1.6,4,9.7,196
2014,INFINITI,Q50,3.7,6,12,235
2014,INFINITI,Q50 AWD,3.7,6,12.6,248
2014,INFINITI,Q50 HYBRID,3.5,6,8.2,172
2014,INFINITI,Q50 HYBRID AWD,3.5,6,8.7,189
2014,INFINITI,Q60 AWD COUPE,3.7,6,13.3,265
2014,INFINITI,Q60 CONVERTIBLE,3.7,6,13.6,269
2014,INFINITI,Q60 CONVERTIBLE,3.7,6,14.3,283
2014,INFINITI,Q60 COUPE,3.7,6,12.9,255
2014,INFINITI,Q60 COUPE,3.7,6,13.5,267
2014,INFINITI,Q70,3.7,6,12.8,253
2014,INFINITI,Q70,5.6,8,14.5,283
2014,INFINITI,Q70 AWD,3.7,6,13.2,267
2014,INFINITI,Q70 AWD,5.6,8,15,294
2014,INFINITI,Q70 HYBRID,3.5,6,8,175
2014,INFINITI,QX50 AWD,3.7,6,13.6,271
2014,INFINITI,QX60,3.5,6,11.9,244
2014,INFINITI,QX60 AWD,3.5,6,12.3,253
2014,INFINITI,QX60 HYBRID AWD,2.5,4,8.8,196
2014,INFINITI,QX70 AWD,3.7,6,14.5,294
2014,INFINITI,QX70 AWD,5,8,16.6,334
2014,INFINITI,QX80 4WD,5.6,8,17.4,345
2014,JAGUAR,F-TYPE CONVERTIBLE,3,6,11.8,237
2014,JAGUAR,F-TYPE S CONVERTIBLE,3,6,12.2,244
2014,JAGUAR,F-TYPE V8 S CONVERTIBLE,5,8,15,294
2014,JAGUAR,XF,2,4,12.3,242
2014,JAGUAR,XF 3.0L AWD,3,6,14.7,281
2014,JAGUAR,XFR,5,8,15.7,306
2014,JAGUAR,XFR,5,8,21.3,290
2014,JAGUAR,XFR-S,5,8,15.7,306
2014,JAGUAR,XJ AWD,3,6,14.6,285
2014,JAGUAR,XJ SUPERCHARGED,5,8,15.8,306
2014,JAGUAR,XJ SUPERCHARGED,5,8,20.6,280
2014,JAGUAR,XJL AWD PORTFOLIO,3,6,14.7,285
2014,JAGUAR,XJL SUPERCHARGED,5,8,15.8,306
2014,JAGUAR,XJL SUPERCHARGED,5,8,20.6,280
2014,JAGUAR,XJR,5,8,15.8,306
2014,JAGUAR,XJR LWB,5,8,15.8,306
2014,JAGUAR,XK CONVERTIBLE,5,8,15.1,301
2014,JAGUAR,XK COUPE,5,8,14.8,290
2014,JAGUAR,XKR CONVERTIBLE,5,8,15.9,315
2014,JAGUAR,XKR COUPE,5,8,15.6,310
2014,JAGUAR,XKR-S CONVERTIBLE,5,8,15.9,315
2014,JAGUAR,XKR-S COUPE,5,8,15.6,310
2014,JEEP,CHEROKEE,2.4,4,10.9,218
2014,JEEP,CHEROKEE,3.2,6,12.3,242
2014,JEEP,CHEROKEE 4X4,2.4,4,11.3,230
2014,JEEP,CHEROKEE 4X4,3.2,6,12.5,248
2014,JEEP,CHEROKEE 4X4 Active Drive II,2.4,4,11.4,232
2014,JEEP,CHEROKEE 4X4 Active Drive II,3.2,6,12.5,253
2014,JEEP,CHEROKEE TRAILHAWK 4X4,2.4,4,12.1,251
2014,JEEP,CHEROKEE TRAILHAWK 4X4,3.2,6,13.4,267
2014,JEEP,COMPASS,2,4,11.1,225
2014,JEEP,COMPASS,2,4,10.2,209
2014,JEEP,COMPASS,2.4,4,11.1,225
2014,JEEP,COMPASS,2.4,4,10.3,216
2014,JEEP,COMPASS 4X4,2.4,4,11.4,235
2014,JEEP,COMPASS 4X4,2.4,4,10.3,216
2014,JEEP,COMPASS 4X4 TRAIL RATED,2.4,4,11.7,255
2014,JEEP,GRAND CHEROKEE 4X4 (MDS),5.7,8,17.3,340
2014,JEEP,GRAND CHEROKEE 4X4 DIESEL,3,6,11.2,267
2014,JEEP,GRAND CHEROKEE 4X4 FFV,3.6,6,13.9,278
2014,JEEP,GRAND CHEROKEE 4X4 FFV,3.6,6,17.7,250
2014,JEEP,GRAND CHEROKEE 4X4 SRT (MDS),6.4,8,18.5,363
2014,JEEP,PATRIOT,2,4,11.1,225
2014,JEEP,PATRIOT,2,4,10.2,209
2014,JEEP,PATRIOT,2.4,4,11.1,225
2014,JEEP,PATRIOT,2.4,4,10.3,216
2014,JEEP,PATRIOT 4X4,2.4,4,11.4,235
2014,JEEP,PATRIOT 4X4,2.4,4,10.3,216
2014,JEEP,PATRIOT 4X4 TRAIL RATED,2.4,4,11.7,255
2014,JEEP,WRANGLER 4X4 (2-DOOR),3.6,6,14.1,294
2014,JEEP,WRANGLER 4X4 (2-DOOR),3.6,6,14.2,294
2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),3.6,6,14.8,308
2014,JEEP,WRANGLER UNLIMITED 4X4 (4-DOOR),3.6,6,15,308
2014,KIA,CADENZA,3.3,6,12.7,251
2014,KIA,FORTE,1.8,4,9.6,191
2014,KIA,FORTE,1.8,4,9.3,184
2014,KIA,FORTE,2,4,9.8,193
2014,KIA,FORTE,2,4,9.7,193
2014,KIA,FORTE 5,1.6,4,11.1,223
2014,KIA,FORTE 5,1.6,4,11.1,225
2014,KIA,FORTE 5,2,4,9.7,193
2014,KIA,FORTE 5,2,4,9.8,196
2014,KIA,FORTE KOUP,1.6,4,10.6,216
2014,KIA,FORTE KOUP,1.6,4,10.8,221
2014,KIA,FORTE KOUP,2,4,9.6,193
2014,KIA,FORTE KOUP,2,4,9.8,198
2014,KIA,OPTIMA,2,4,11.7,228
2014,KIA,OPTIMA,2.4,4,10.2,200
2014,KIA,RIO,1.6,4,8.7,175
2014,KIA,RIO,1.6,4,8.7,177
2014,KIA,RIO ECO,1.6,4,8.5,175
2014,KIA,RONDO,2,4,10.5,212
2014,KIA,RONDO,2,4,10.8,214
2014,KIA,SEDONA,3.5,6,13.7,276
2014,KIA,SORENTO,2.4,4,11.8,237
2014,KIA,SORENTO,3.3,6,12.9,262
2014,KIA,SORENTO 4WD,2.4,4,12.3,253
2014,KIA,SORENTO 4WD,3.3,6,13.4,271
2014,KIA,SOUL,1.6,4,9.8,205
2014,KIA,SOUL,1.6,4,9.9,207
2014,KIA,SOUL,2,4,10.1,209
2014,KIA,SOUL ECO Dynamics,2,4,9.7,202
2014,KIA,SPORTAGE,2.4,4,11.4,230
2014,KIA,SPORTAGE,2.4,4,12.9,260
2014,KIA,SPORTAGE AWD,2,4,12.7,262
2014,KIA,SPORTAGE AWD,2.4,4,12,246
2014,LAMBORGHINI,AVENTADOR COUPE,6.5,12,22.8,421
2014,LAMBORGHINI,GALLARDO COUPE,5.2,10,18,361
2014,LAMBORGHINI,GALLARDO COUPE,5.2,10,20.6,400
2014,LAND ROVER,LR2,2,4,13.5,274
2014,LAND ROVER,LR4,3,6,16.3,334
2014,LAND ROVER,RANGE ROVER EVOQUE,2,4,11.3,225
2014,LAND ROVER,RANGE ROVER EVOQUE COUPE,2,4,11.3,225
2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC,5,8,18,354
2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,5,8,17.2,347
2014,LAND ROVER,RANGE ROVER LWB V8 5.0 SC FFV,5,8,25,342
2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC,3,6,14.2,285
2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,3,6,14.2,285
2014,LAND ROVER,RANGE ROVER SPORT V6 3.0 SC FFV,3,6,19.4,278
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC,5,8,17.3,345
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,5,8,16.6,338
2014,LAND ROVER,RANGE ROVER SPORT V8 5.0 SC FFV,5,8,24,331
2014,LAND ROVER,RANGE ROVER V6 3.0 SC,3,6,14.1,283
2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,3,6,14.1,283
2014,LAND ROVER,RANGE ROVER V6 3.0 SC FFV,3,6,19.4,277
2014,LAND ROVER,RANGE ROVER V8 5.0 SC,5,8,18,354
2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,5,8,17.2,347
2014,LAND ROVER,RANGE ROVER V8 5.0 SC FFV,5,8,25,342
2014,LEXUS,CT 200h,1.8,4,5.5,129
2014,LEXUS,ES 300h,2.5,4,5.8,138
2014,LEXUS,ES 350,3.5,6,11.3,221
2014,LEXUS,GS 350,3.5,6,12.1,239
2014,LEXUS,GS 350 AWD,3.5,6,12.5,253
2014,LEXUS,GS 450h,3.5,6,7.7,175
2014,LEXUS,GX 460,4.6,8,15.7,320
2014,LEXUS,IS 250,2.5,6,11.2,223
2014,LEXUS,IS 250 AWD,2.5,6,11.8,239
2014,LEXUS,IS 250 C,2.5,6,11.2,223
2014,LEXUS,IS 350,3.5,6,12.2,244
2014,LEXUS,IS 350 AWD,3.5,6,12.5,253
2014,LEXUS,IS 350 C,3.5,6,12.1,244
2014,LEXUS,IS F,5,8,14.6,290
2014,LEXUS,LS 460,4.6,8,14.5,283
2014,LEXUS,LS 460 AWD,4.6,8,15.1,297
2014,LEXUS,LS 460 L AWD,4.6,8,15.1,297
2014,LEXUS,LS 600h L,5,8,12,262
2014,LEXUS,LX 570,5.7,8,18.8,380
2014,LEXUS,RX 350 AWD,3.5,6,13.3,269
2014,LEXUS,RX 350 AWD,3.5,6,12.7,255
2014,LEXUS,RX 450h AWD,3.5,6,7.9,189
2014,LINCOLN,MKS AWD,3.5,6,13.7,271
2014,LINCOLN,MKS AWD,3.7,6,13.1,260
2014,LINCOLN,MKT AWD,3.5,6,14.8,294
2014,LINCOLN,MKT LIVERY,2,4,11.5,235
2014,LINCOLN,MKT LIVERY AWD,3.7,6,14,281
2014,LINCOLN,MKX AWD,3.7,6,13.7,281
2014,LINCOLN,MKZ,2,4,10.5,207
2014,LINCOLN,MKZ AWD,3.7,6,13.1,262
2014,LINCOLN,MKZ HYBRID,2,4,6.2,145
2014,LINCOLN,NAVIGATOR 4X4 FFV,5.4,8,18.2,368
2014,LINCOLN,NAVIGATOR 4X4 FFV,5.4,8,24.5,346
2014,MASERATI,GHIBLI,3,6,15.2,292
2014,MASERATI,GHIBLI AWD,3,6,15.2,292
2014,MASERATI,GRANTURISMO,4.7,8,18.2,347
2014,MASERATI,GRANTURISMO CONVERTIBLE,4.7,8,18.2,352
2014,MASERATI,QUATTROPORTE GTS,3.8,8,17.6,334
2014,MASERATI,QUATTROPORTE SQ4,3,6,15.9,301
2014,MAZDA,CX-5,2,4,8.9,189
2014,MAZDA,CX-5,2,4,9,184
2014,MAZDA,CX-5,2.5,4,9.6,198
2014,MAZDA,CX-5 4WD,2,4,9.3,196
2014,MAZDA,CX-5 4WD,2.5,4,9.8,205
2014,MAZDA,CX-9,3.7,6,14.2,283
2014,MAZDA,CX-9 4WD,3.7,6,14.3,290
2014,MAZDA,MAZDA2,1.5,4,8.4,177
2014,MAZDA,MAZDA2,1.5,4,8,170
2014,MAZDA,MAZDA3 4-DOOR,2,4,7.9,159
2014,MAZDA,MAZDA3 4-DOOR,2,4,8,161
2014,MAZDA,MAZDA3 4-DOOR,2.5,4,8.4,170
2014,MAZDA,MAZDA3 4-DOOR (i-ELOOP),2.5,4,8.3,168
2014,MAZDA,MAZDA3 4-DOOR (SIL),2,4,8,161
2014,MAZDA,MAZDA3 5-DOOR,2,4,8,163
2014,MAZDA,MAZDA3 5-DOOR,2,4,8.2,166
2014,MAZDA,MAZDA3 5-DOOR,2.5,4,8.7,177
2014,MAZDA,MAZDA3 5-DOOR (i-ELOOP),2.5,4,8.2,168
2014,MAZDA,MAZDA3 5-DOOR (SIL),2,4,8.2,166
2014,MAZDA,MAZDA5,2.5,4,10.8,223
2014,MAZDA,MAZDA5,2.5,4,11.1,225
2014,MAZDA,MAZDA6,2.5,4,8.8,175
2014,MAZDA,MAZDA6,2.5,4,9.4,186
2014,MAZDA,MAZDA6 (i-ELOOP),2.5,4,8.4,168
2014,MAZDA,MX-5,2,4,11.5,235
2014,MAZDA,MX-5,2,4,10.5,221
2014,MAZDA,MX-5,2,4,11.1,228
2014,MERCEDES-BENZ,B 250,2,4,9.2,184
2014,MERCEDES-BENZ,C 250,1.8,4,10.9,216
2014,MERCEDES-BENZ,C 250 COUPE,1.8,4,11,216
2014,MERCEDES-BENZ,C 300 4MATIC FFV,3.5,6,12.2,242
2014,MERCEDES-BENZ,C 300 4MATIC FFV,3.5,6,16.4,224
2014,MERCEDES-BENZ,C 350,3.5,6,12,242
2014,MERCEDES-BENZ,C 350 4MATIC,3.5,6,11.9,239
2014,MERCEDES-BENZ,C 350 4MATIC COUPE,3.5,6,12.1,244
2014,MERCEDES-BENZ,C 350 COUPE,3.5,6,12.1,242
2014,MERCEDES-BENZ,C 63 AMG,6.2,8,17.7,347
2014,MERCEDES-BENZ,C 63 AMG COUPE,6.2,8,17.9,352
2014,MERCEDES-BENZ,CL 550 4MATIC,4.7,8,15.4,304
2014,MERCEDES-BENZ,CL 63 AMG,5.5,8,15.4,308
2014,MERCEDES-BENZ,CLA 250,2,4,9.1,179
2014,MERCEDES-BENZ,CLA 45 AMG 4MATIC,2,4,10.3,212
2014,MERCEDES-BENZ,CLS 550 4MATIC,4.7,8,13.3,264
2014,MERCEDES-BENZ,CLS 63 AMG 4MATIC,5.5,8,15.1,301
2014,MERCEDES-BENZ,CLS 63 AMG S 4MATIC,5.5,8,15.1,301
2014,MERCEDES-BENZ,E 250 BLUETEC 4MATIC,2.1,4,8.5,194
2014,MERCEDES-BENZ,E 300 4MATIC,3.5,6,11.8,235
2014,MERCEDES-BENZ,E 350 4MATIC,3.5,6,11.6,230
2014,MERCEDES-BENZ,E 350 4MATIC COUPE,3.5,6,11.9,239
2014,MERCEDES-BENZ,E 350 4MATIC WAGON,3.5,6,12.1,242
2014,MERCEDES-BENZ,E 350 CABRIOLET,3.5,6,12,239
2014,MERCEDES-BENZ,E 350 COUPE,3.5,6,11.9,235
2014,MERCEDES-BENZ,E 400 HYBRID,3.5,6,9.6,202
2014,MERCEDES-BENZ,E 550 4MATIC,4.7,8,13.6,267
2014,MERCEDES-BENZ,E 550 CABRIOLET,4.7,8,13.7,269
2014,MERCEDES-BENZ,E 550 COUPE,4.7,8,13.4,262
2014,MERCEDES-BENZ,E 63 AMG 4MATIC,5.5,8,15,297
2014,MERCEDES-BENZ,E 63 AMG 4MATIC WAGON,5.5,8,15.5,310
2014,MERCEDES-BENZ,E 63 AMG S 4MATIC,5.5,8,15,297
2014,MERCEDES-BENZ,E 63 AMG S 4MATIC WAGON,5.5,8,15.5,310
2014,MERCEDES-BENZ,G 550,5.5,8,20,419
2014,MERCEDES-BENZ,G 63 AMG,5.5,8,19.4,407
2014,MERCEDES-BENZ,GL 350 BLUETEC 4MATIC,3,6,13.4,324
2014,MERCEDES-BENZ,GL 450 4MATIC,4.7,8,17.1,350
2014,MERCEDES-BENZ,GL 550 4MATIC,4.7,8,17.6,359
2014,MERCEDES-BENZ,GL 63 AMG,5.5,8,17.7,363
2014,MERCEDES-BENZ,GLK 250 BLUETEC 4MATIC,2.1,4,9.6,230
2014,MERCEDES-BENZ,GLK 350 4MATIC,3.5,6,12.6,260
2014,MERCEDES-BENZ,ML 350 4MATIC FFV,3.5,6,13.4,278
2014,MERCEDES-BENZ,ML 350 4MATIC FFV,3.5,6,17.8,256
2014,MERCEDES-BENZ,ML 350 BLUETEC 4MATIC,3,6,11.8,278
2014,MERCEDES-BENZ,ML 550 4MATIC,4.7,8,16.2,327
2014,MERCEDES-BENZ,ML 63 AMG 4MATIC,5.5,8,17.2,356
2014,MERCEDES-BENZ,S 550 4MATIC LWB,4.7,8,14.3,278
2014,MERCEDES-BENZ,S 550 4MATIC SWB,4.7,8,14.2,276
2014,MERCEDES-BENZ,S 63 AMG 4MATIC,5.5,8,15.6,304
2014,MERCEDES-BENZ,SL 550,4.7,8,13.4,269
2014,MERCEDES-BENZ,SL 63 AMG,5.5,8,14.8,292
2014,MERCEDES-BENZ,SL 65 AMG,6,8,16.7,327
2014,MERCEDES-BENZ,SLK 250,1.8,4,10.3,205
2014,MERCEDES-BENZ,SLK 250,1.8,4,10.4,207
2014,MERCEDES-BENZ,SLK 350,3.5,6,11.1,225
2014,MERCEDES-BENZ,SLK 55 AMG,5.5,8,12.3,246
2014,MERCEDES-BENZ,SLS AMG BLACK SERIES COUPE,6.2,8,18.7,380
2014,MERCEDES-BENZ,SLS AMG GT COUPE,6.2,8,18.2,361
2014,MERCEDES-BENZ,SLS AMG ROADSTER,6.2,8,18.2,361
2014,MINI,COOPER CLUBMAN,1.6,4,8.7,179
2014,MINI,COOPER CLUBMAN,1.6,4,8.6,179
2014,MINI,COOPER CONVERTIBLE,1.6,4,8.7,179
2014,MINI,COOPER CONVERTIBLE,1.6,4,8.6,179
2014,MINI,COOPER COUNTRYMAN,1.6,4,9.4,200
2014,MINI,COOPER COUNTRYMAN,1.6,4,8.6,179
2014,MINI,COOPER COUPE,1.6,4,8.5,175
2014,MINI,COOPER COUPE,1.6,4,8,168
2014,MINI,COOPER PACEMAN,1.6,4,9.4,200
2014,MINI,COOPER PACEMAN,1.6,4,8.6,179
2014,MINI,COOPER ROADSTER,1.6,4,8.7,179
2014,MINI,COOPER ROADSTER,1.6,4,8.6,179
2014,MINI,COOPER S CLUBMAN,1.6,4,9.3,191
2014,MINI,COOPER S CLUBMAN,1.6,4,9.1,184
2014,MINI,COOPER S CONVERTIBLE,1.6,4,9.3,191
2014,MINI,COOPER S CONVERTIBLE,1.6,4,9.1,184
2014,MINI,COOPER S COUNTRYMAN ALL4,1.6,4,10,207
2014,MINI,COOPER S COUNTRYMAN ALL4,1.6,4,9.3,196
2014,MINI,COOPER S COUPE,1.6,4,9.3,191
2014,MINI,COOPER S COUPE,1.6,4,9.1,184
2014,MINI,COOPER S PACEMAN ALL4,1.6,4,10,207
2014,MINI,COOPER S PACEMAN ALL4,1.6,4,9.3,196
2014,MINI,COOPER S ROADSTER,1.6,4,9.3,191
2014,MINI,COOPER S ROADSTER,1.6,4,9.1,184
2014,MINI,JOHN COOPER WORKS CLUBMAN,1.6,4,9.3,191
2014,MINI,JOHN COOPER WORKS CLUBMAN,1.6,4,9.1,184
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,1.6,4,9.3,191
2014,MINI,JOHN COOPER WORKS CONVERTIBLE,1.6,4,9.1,184
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,1.6,4,10,207
2014,MINI,JOHN COOPER WORKS COUNTRYMAN ALL4,1.6,4,9.3,196
2014,MINI,JOHN COOPER WORKS COUPE,1.6,4,9.3,191
2014,MINI,JOHN COOPER WORKS COUPE,1.6,4,9.1,184
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,1.6,4,10,207
2014,MINI,JOHN COOPER WORKS PACEMAN ALL4,1.6,4,9.3,196
2014,MINI,JOHN COOPER WORKS ROADSTER,1.6,4,9.3,191
2014,MINI,JOHN COOPER WORKS ROADSTER,1.6,4,9.1,184
2014,MITSUBISHI,LANCER,2,4,9.2,189
2014,MITSUBISHI,LANCER,2,4,9.6,191
2014,MITSUBISHI,LANCER AWD,2.4,4,10.5,218
2014,MITSUBISHI,LANCER EVOLUTION,2,4,14.2,288
2014,MITSUBISHI,LANCER EVOLUTION,2,4,14,283
2014,MITSUBISHI,LANCER RALLIART,2,4,13.4,267
2014,MITSUBISHI,LANCER SPORTBACK,2,4,9.6,198
2014,MITSUBISHI,LANCER SPORTBACK,2,4,9.8,198
2014,MITSUBISHI,MIRAGE,1.2,3,6.4,138
2014,MITSUBISHI,MIRAGE,1.2,3,7,147
2014,MITSUBISHI,OUTLANDER,2.4,4,9.5,198
2014,MITSUBISHI,OUTLANDER 4WD,2.4,4,9.9,209
2014,MITSUBISHI,OUTLANDER 4WD,3,6,11.5,235
2014,MITSUBISHI,RVR,2,4,9.6,200
2014,MITSUBISHI,RVR,2,4,9.9,202
2014,MITSUBISHI,RVR 4WD,2,4,9.8,207
2014,NISSAN,370Z,3.7,6,12.6,253
2014,NISSAN,370Z,3.7,6,13.3,264
2014,NISSAN,370Z ROADSTER,3.7,6,13,262
2014,NISSAN,370Z ROADSTER,3.7,6,13.5,269
2014,NISSAN,ALTIMA,2.5,4,8.7,175
2014,NISSAN,ALTIMA,3.5,6,10.8,214
2014,NISSAN,ARMADA 4WD,5.6,8,19.1,380
2014,NISSAN,FRONTIER,2.5,4,13.7,283
2014,NISSAN,FRONTIER,2.5,4,12.2,260
2014,NISSAN,FRONTIER,4,6,14.7,292
2014,NISSAN,FRONTIER 4WD,4,6,15.7,315
2014,NISSAN,FRONTIER 4WD,4,6,14.8,301
2014,NISSAN,GT-R,3.8,6,14.5,297
2014,NISSAN,JUKE,1.6,4,8.7,186
2014,NISSAN,JUKE,1.6,4,9.5,198
2014,NISSAN,JUKE AWD,1.6,4,9.3,200
2014,NISSAN,MAXIMA,3.5,6,12.3,251
2014,NISSAN,MURANO AWD,3.5,6,13.2,271
2014,NISSAN,NV200 CARGO VAN,2,4,10,214
2014,NISSAN,PATHFINDER,3.5,6,12,244
2014,NISSAN,PATHFINDER 4WD,3.5,6,12.3,253
2014,NISSAN,PATHFINDER HYBRID 4WD,2.5,4,9.1,202
2014,NISSAN,QUEST,3.5,6,12.5,255
2014,NISSAN,ROGUE,2.5,4,9.2,191
2014,NISSAN,ROGUE AWD,2.5,4,9.5,198
2014,NISSAN,SENTRA,1.8,4,7.8,161
2014,NISSAN,SENTRA,1.8,4,8.7,179
2014,NISSAN,TITAN,5.6,8,17.9,359
2014,NISSAN,TITAN 4WD,5.6,8,19.7,398
2014,NISSAN,VERSA,1.6,4,7.2,152
2014,NISSAN,VERSA,1.6,4,8.6,177
2014,NISSAN,XTERRA 4WD,4,6,16.1,327
2014,NISSAN,XTERRA 4WD,4,6,15.2,315
2014,PORSCHE,911 CARRERA,3.4,6,11.6,232
2014,PORSCHE,911 CARRERA,3.4,6,12.5,246
2014,PORSCHE,911 CARRERA 4,3.4,6,11.8,237
2014,PORSCHE,911 CARRERA 4,3.4,6,12.4,246
2014,PORSCHE,911 CARRERA 4 CABRIOLET,3.4,6,12,242
2014,PORSCHE,911 CARRERA 4 CABRIOLET,3.4,6,12.6,253
2014,PORSCHE,911 CARRERA 4S,3.8,6,12.3,248
2014,PORSCHE,911 CARRERA 4S,3.8,6,12.8,253
2014,PORSCHE,911 CARRERA 4S CABRIOLET,3.8,6,12.7,253
2014,PORSCHE,911 CARRERA 4S CABRIOLET,3.8,6,12.9,258
2014,PORSCHE,911 CARRERA CABRIOLET,3.4,6,11.6,232
2014,PORSCHE,911 CARRERA CABRIOLET,3.4,6,12.4,246
2014,PORSCHE,911 CARRERA S,3.8,6,12.1,244
2014,PORSCHE,911 CARRERA S,3.8,6,12.6,248
2014,PORSCHE,911 CARRERA S CABRIOLET,3.8,6,12.4,246
2014,PORSCHE,911 CARRERA S CABRIOLET,3.8,6,12.6,251
2014,PORSCHE,911 GT3,3.8,6,16,322
2014,PORSCHE,911 TURBO,3.8,6,13.7,274
2014,PORSCHE,911 TURBO CABRIOLET,3.8,6,13.7,274
2014,PORSCHE,911 TURBO S,3.8,6,13.7,274
2014,PORSCHE,911 TURBO S CABRIOLET,3.8,6,13.7,274
2014,PORSCHE,BOXSTER,2.7,6,10.7,212
2014,PORSCHE,BOXSTER,2.7,6,11.5,228
2014,PORSCHE,BOXSTER S,3.4,6,11.3,225
2014,PORSCHE,BOXSTER S,3.4,6,11.9,239
2014,PORSCHE,CAYENNE,3.6,6,13.6,276
2014,PORSCHE,CAYENNE,3.6,6,15.8,313
2014,PORSCHE,CAYENNE DIESEL,3,6,12.2,281
2014,PORSCHE,CAYENNE GTS,4.8,8,15.9,320
2014,PORSCHE,CAYENNE S,4.8,8,15,299
2014,PORSCHE,CAYENNE S HYBRID,3,6,11.8,251
2014,PORSCHE,CAYENNE TURBO,4.8,8,15.9,315
2014,PORSCHE,CAYMAN,2.7,6,10.7,212
2014,PORSCHE,CAYMAN,2.7,6,11.5,228
2014,PORSCHE,CAYMAN S,3.4,6,11.3,225
2014,PORSCHE,CAYMAN S,3.4,6,11.9,239
2014,PORSCHE,PANAMERA,3.6,6,12.9,251
2014,PORSCHE,PANAMERA 4,3.6,6,13.1,255
2014,PORSCHE,PANAMERA 4S,3,6,13.4,260
2014,PORSCHE,PANAMERA 4S EXECUTIVE,3,6,13.7,264
2014,PORSCHE,PANAMERA GTS,4.8,8,15.1,292
2014,PORSCHE,PANAMERA S,3,6,13.4,260
2014,PORSCHE,PANAMERA TURBO,4.8,8,15.3,294
2014,PORSCHE,PANAMERA TURBO EXECUTIVE,4.8,8,15.4,297
2014,RAM,1500 (MDS),5.7,8,17.1,340
2014,RAM,1500 (MDS),5.7,8,15.8,313
